ORGANIZAÇÃO;SERVIÇO;NOME FANTASIA;CAPAC.; VALOR MENSAL 
COORDENAÇÃO REGIONAL DAS OBRAS DE PROMOÇÃO HUMANA - CROPH;SERVIÇO DE ASSISTÊNCIA SOCIAL À FAMÍLIA E PROTEÇÃO SOCIAL BÁSICA NO DOMICÍLIO;0;1000;59640
COORDENAÇÃO REGIONAL DAS OBRAS DE PROMOÇÃO HUMANA - CROPH;Serviço de Proteção Social às Crianças e aos Adolescentes Vítimas de Violência;0;80;46660
COORDENAÇÃO REGIONAL DAS OBRAS DE PROMOÇÃO HUMANA - CROPH;CENTRO DE ACOLHIDA PARA ADULTOS II POR 24 HORAS;ATENDE II - NOVA LUZ;300;190682
CRDC - CENTRO DE RECREAÇÃO E DESENVOLVIMENTO DA CRIANÇA ESPECIAL;NÚCLEO DE PROTEÇÃO JURÍDICO SOCIAL E APOIO PSICOLÓGICO - NPJ;NPJ CRDC;120;31868
CRDC - CENTRO DE RECREAÇÃO E DESENVOLVIMENTO DA CRIANÇA ESPECIAL;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;NCI VOVÓ NETA;200;39328
CRDC - CENTRO DE RECREAÇÃO E DESENVOLVIMENTO DA CRIANÇA ESPECIAL;SERVIÇO ESPECIALIZADO DE ABORDAGEM SOCIAL ÀS PESSOAS NA RUA E EM SITUAÇÃO DE RUA QUE FAZEM USO DAS RUAS PARA O CONSUMO ABUSIVO DE SUBSTÂNCIAS PSICOATIVAS EM CENAS DE USO - SEAS MODALIDADE 4;SEAS 4 - CIDADE TIRADENTES;100;51127
CRDC - CENTRO DE RECREAÇÃO E DESENVOLVIMENTO DA CRIANÇA ESPECIAL;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;SAICA RAIO DE LUZ;20;82736
CRDC - CENTRO DE RECREAÇÃO E DESENVOLVIMENTO DA CRIANÇA ESPECIAL;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;SAICA RAIO DE LUZ II;20;99756
CRDC - CENTRO DE RECREAÇÃO E DESENVOLVIMENTO DA CRIANÇA ESPECIAL;MEDIDAS SÓCIO EDUCATIVAS EM MEIO ABERTO;MSE-MA ABRAÇANDO O FUTURO;120;67182
CRECHE MARIA THEREZA DE MELLO MORORÓ;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;MORORÓ;90;31324
CRUZADA BRASILEIRA DE ASSISTÊNCIA E EDUCAÇÃO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CBAE;120;41208
ECOS - ESPAÇO COMUNITÁRIO SOLIDÁRIO ANA SANTOS;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;NCI ECOS;200;39328
ENTIDADE DE PROMOÇÃO E ASSISTÊNCIA SOCIAL ESPAÇO ABERTO;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;NCI VILA PORTELA;100;18446
ENTIDADE DE PROMOÇÃO E ASSISTÊNCIA SOCIAL ESPAÇO ABERTO;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;ESPAÇO ABERTO I;200;39328
ENTIDADE DE PROMOÇÃO E ASSISTÊNCIA SOCIAL ESPAÇO ABERTO;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;0;200;41728
ENTIDADE DE PROMOÇÃO E ASSISTÊNCIA SOCIAL ESPAÇO ABERTO;CENTRO DE ACOLHIDA ESPECIAL PARA IDOSOS;JD. UMUARAMA;62;89741
ENTIDADE DE PROMOÇÃO E ASSISTÊNCIA SOCIAL ESPAÇO ABERTO;SERVIÇO DE ASSISTÊNCIA SOCIAL À FAMÍLIA E PROTEÇÃO SOCIAL BÁSICA NO DOMICÍLIO;SASF CIDADE ADEMAR III;1000;70882
ENTIDADE DE PROMOÇÃO E ASSISTÊNCIA SOCIAL ESPAÇO ABERTO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA PEDREIRA - MAR PAULISTA - GUACURI;120;46708
ENTIDADE DE PROMOÇÃO E ASSISTÊNCIA SOCIAL ESPAÇO ABERTO - EPAS EA;SERVIÇO DE ASSISTÊNCIA SOCIAL À FAMÍLIA E PROTEÇÃO SOCIAL BÁSICA NO DOMICÍLIO;SASF CIDADE ADEMAR I;1000;69445
ESPAÇO INFANTIL RECREATIVO E EDUCACIONAL QUADRANGULAR PROJETO VIDA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;QUADRANGULAR;120;41208
FORÇA HUMANITÁRIA NOSSO LAR;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA FORHUM LAR;120;37738
FUNDAÇÃO COMUNIDADE DA GRAÇA;SERVIÇO DE ASSISTÊNCIA SOCIAL À FAMÍLIA E PROTEÇÃO SOCIAL BÁSICA NO DOMICÍLIO;SASF ARICANDUVA - ESPAÇO DA COMUNIDADE I;1000;62992
FUNDAÇÃO COMUNIDADE DA GRAÇA;CENTRO DE ACOLHIDA PARA MULHERES EM SITUAÇÃO DE VIOLÊNCIA;ABRIGO PARA MULHERES ESPAÇO DA COMUNIDADE I;20;43692
FUNDAÇÃO COMUNIDADE DA GRAÇA;SERVIÇO DE ASSISTÊNCIA SOCIAL À FAMÍLIA E PROTEÇÃO SOCIAL BÁSICA NO DOMICÍLIO;SASF ITAQUERA;1000;59587
FUNDAÇÃO COMUNIDADE DA GRAÇA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA ARICANDUVA - ESPAÇO DA COMUNIDADE I;120;41307
FUNDAÇÃO FÉ E ALEGRIA DO BRASIL;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA FÉ E ALEGRIA JARDIM RINCÃO;120;37738
FUNDAÇÃO FÉ E ALEGRIA DO BRASIL;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA FÉ E ALEGRIA JARDIM SHANGRI-LÁ;120;37738
FUNDAÇÃO FRANCISCA FRANCO;CENTRO DE ACOLHIDA PARA MULHERES EM SITUAÇÃO DE VIOLÊNCIA;CASA DA MAMÃE;20;38943
FUNDAÇÃO FRANCISCA FRANCO;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;SAICA CASA GRAVATAÍ;20;67805
FUNDAÇÃO FRANCISCA FRANCO;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;SAICA CASA SEMEIA;20;76314
FUNDAÇÃO FRANCISCA FRANCO;CENTRO DE DEFESA E DE CONVIVÊNCIA DA MULHER;ESPAÇO FRANCISCA FRANCO;150;43105
FUNDAÇÃO JOVEM PROFISSIONAL;RESTAURANTE ESCOLA;RESTAURANTE ESCOLA SÃO PAULO;60;63020
FUNDAÇÃO JOVEM PROFISSIONAL ;CENTRO DE DESENVOLVIMENTO SOCIAL E PRODUTIVO PARA ADOLESCENTES, JOVENS E ADULTOS - CEDESP;CEDESP JOVEM PROFISSIONAL ;200;96224
FUNDAÇÃO JULITA;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;FUNDAÇÃO JULITA;100;16882
FUNDAÇÃO JULITA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA JULITA;270;72585
FUNDAÇÃO JULITA;SCFV - MODALIDADE CJ: CENTRO PARA A JUVENTUDE COM ATEND. DE ADOLESCENTES E JOVENS DE 15 A 17 ANOS E 11 MESES;FUNDAÇÃO JULITA;90;34528
FUNDAÇÃO LAR DE SÃO BENTO;CENTRO DE DESENVOLVIMENTO SOCIAL E PRODUTIVO PARA ADOLESCENTES, JOVENS E ADULTOS - CEDESP;CEDESP CASA DOM MACÁRIO;400;172968
FUNDAÇÃO LAR DE SÃO BENTO;SCFV - MODALIDADE CJ: CENTRO PARA A JUVENTUDE COM ATEND. DE ADOLESCENTES E JOVENS DE 15 A 17 ANOS E 11 MESES;CJ DOM MACÁRIO;120;39986
FUNDAÇÃO LAR DE SÃO BENTO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA CURUÇÁ;210;61243
FUNDAÇÃO LAR DE SÃO BENTO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA CIDADE NOVA;300;82721
FUNDAÇÃO LAR DE SÃO BENTO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CASA DOM MACÁRIO;450;115507
GFWC CRÊ-SER;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;NCI CRESCER;200;35195
GFWC CRÊ-SER;SERVIÇO DE ASSISTÊNCIA SOCIAL À FAMÍLIA E PROTEÇÃO SOCIAL BÁSICA NO DOMICÍLIO;SASF CIDADE ADEMAR II;1000;59817
GFWC CRÊ-SER;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA CRÊ-SER;120;42464
GFWC CRÊ-SER;Serviço de Proteção Social às crianças e aos adolescentes vítimas de violência;CASA CRÊ SER;80;40999
GFWC CRÊ-SER;CENTRO DE DEFESA E DE CONVIVÊNCIA DA MULHER;CASA DA MULHER CRÊ SER;100;32377
GFWC CRÊ-SER;MEDIDAS SÓCIO EDUCATIVAS EM MEIO ABERTO;PEDREIRA;105;54933
GFWC CRÊ-SER;MEDIDAS SÓCIO EDUCATIVAS EM MEIO ABERTO;MSE / MA CIDADE ADEMAR;120;58657
GFWC CRÊ-SER;SERVIÇO DE PROTEÇÃO JURÍDICO SOCIAL E APOIO PSICOLÓGICO À CRIANÇAS, ADOLESCENTES E JOVENS E FAMILIAS EM SITUAÇÃO DE RISCO;CASA CRÊ-SER;120;26803
GRUPO ASSISTENCIAL LUIZ SERGIO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;MIOSÓTIS;120;43156
GRUPO ASSISTENCIAL OS SAMARITANOS;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;GAOS;90;34701
GAIA GRUPO DE ASSISTÊNCIA AO IDOSO, À INFÂNCIA E À ADOLESCÊNCIA;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;NCI GAIA;200;39328
GAIA GRUPO DE ASSISTÊNCIA AO IDOSO, À INFÂNCIA E À ADOLESCÊNCIA;SCFV - MODALIDADE CJ: CENTRO PARA A JUVENTUDE COM ATEND. DE ADOLESCENTES E JOVENS DE 15 A 17 ANOS E 11 MESES;CJ REVIRA-AÇÃO;60;32737
GAIA GRUPO DE ASSISTÊNCIA AO IDOSO, À INFÂNCIA E À ADOLESCÊNCIA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA BROTO CIDADÃO;60;31373
GRUPO DE ORGANIZAÇÃO DOS TRABALHADORES INDEPENDENTES - GOTI;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;SANTA TEREZINHA;120;41208
GRUPO ESPÍRITA BATUÍRA;CENTRO DE ACOLHIDA ESPECIAL PARA PESSOAS EM PERÍODO DE CONVALESCÊNÇA;CASA DE CUIDADOS LAR TRANSITÓRIO BATUÍRA;13;37120
GRUPO PELA VALORIZAÇÃO, INTEGRAÇÃO E DIGNIDADE DO DOENTE DE AIDS DE SÃO PAULO - PELA VIDDA-SP;CENTRO DE REFERÊNCIA E DEFESA DA DIVERSIDADE - CRD;GRUPO PELA VIDDA-SP;1000;99439
IGREJA BATISTA EM VILA POMPÉIA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;BATISTA;120;41208
INSPETORIA SALESIANA DE SÃO PAULO - CENTRO JUVENIL SALESIANO DOM BOSCO;CENTRO DE DESENVOLVIMENTO SOCIAL E PRODUTIVO PARA ADOLESCENTES, JOVENS E ADULTOS - CEDESP;CENTRO JUVENIL SALESIANO DOM BOSCO;120;68962
INSPETORIA SALESIANA DE SÃO PAULO - CENTRO JUVENIL SALESIANO DOM BOSCO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CENTRO JUVENIL SALESIANO DOM BOSCO;240;72872
INSTITUIÇÃO BENEFICENTE AÇÃO UNIVIDA;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;0;100;18446
INSTITUIÇÃO BENEFICENTE AÇÃO UNIVIDA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;AÇÃO UNIVIDA;120;43240
INSTITUIÇÃO BENEFICENTE ISRAELITA 'TEN YAD';SERVIÇO DE ALIMENTAÇÃO DOMICILIAR PARA PESSOA IDOSA;0;180;92012
INSTITUIÇÃO BENEFICENTE NOSSO LAR;Núcleo de Apoio a Inclusão Social Para Pessoas com Deficiência II de 7 Anos a 14 Anos e III a Partir de 15 Anos;NOSSO LAR;80;45507
INSTITUIÇÃO DE ASSISTENCIA SOCIAL DO JARDIM PRINCESA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;JARDIM PRINCESA;300;89086
INSTITUIÇÃO MARIA JOSÉ EDUCAR;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA JARDIM PARANAPANEMA;120;41208
INSTITUIÇÃO MARIA JOSÉ EDUCAR;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA JARDIM BANANAL;180;63859
INSTITUIÇÃO MARIA JOSÉ EDUCAR;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA JARDIM GUARUJÁ;120;44465
INSTITUTO ANCHIETA GRAJAU;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;ARTE & EDUCAÇÃO - ANCHIETA;240;72872
INSTITUTO ANCHIETA GRAJAU;SCFV - MODALIDADE CJ: CENTRO PARA A JUVENTUDE COM ATEND. DE ADOLESCENTES E JOVENS DE 15 A 17 ANOS E 11 MESES;IAG PROJETO ANCHIETA;120;43653
INSTITUTO ANCHIETA GRAJAU;SERVIÇO DE ASSISTÊNCIA SOCIAL À FAMÍLIA E PROTEÇÃO SOCIAL BÁSICA NO DOMICÍLIO;SASF GRAJAÚ II;1000;68017
INSTITUTO ANCHIETA GRAJAU;SERVIÇO DE ASSISTÊNCIA SOCIAL À FAMÍLIA E PROTEÇÃO SOCIAL BÁSICA NO DOMICÍLIO;SASF GRAJAU III;1000;64558
INSTITUTO BENEFICENTE CULTURAL JOSÉ KENTENICH;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CATARINA KENTENICH;120;41208
INSTITUTO BENEFICENTE CULTURAL JOSÉ KENTENICH;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;SAICA CATARINA KENTENICH I;20;78021
INSTITUTO BENEFICENTE CULTURAL JOSÉ KENTENICH;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;SAICA CATARINA KENTENICH II;20;78021
INSTITUTO CRIANÇA CIDADÃ;SCFV - MODALIDADE CLUBE DA TURMA - Atend. à crianças, adolescentes e jovens de 06 a 17 anos e 11 meses;CLUBE DA TURMA CASA DE CULTURA LEIDE DAS NEVES;240;85847
INSTITUTO CRIANÇA CIDADÃ;SCFV - MODALIDADE CIRCO SOCIAL;CIRCO ESCOLA ÁGUIA DE HAIA;400;152614
INSTITUTO DAS IRMÃS DE SANTA DOROTÉIA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CENTRO SANTA DOROTÉIA;180;55129
INSTITUTO DE CIDADANIA PADRE JOSIMO TAVARES;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA JARDIM DOM JOSÉ;120;43796
INSTITUTO DE CIDADANIA PADRE JOSIMO TAVARES;SCFV - MODALIDADE CJ: CENTRO PARA A JUVENTUDE COM ATEND. DE ADOLESCENTES E JOVENS DE 15 A 17 ANOS E 11 MESES;CJ JD. MAGDALENA E ADJ.;90;38195
INSTITUTO DE CIDADANIA PADRE JOSIMO TAVARES;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA JD. MAGDALENA E ADJ.;120;41208
INSTITUTO DE CIDADANIA PADRE JOSIMO TAVARES;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA PARQUE RONDON;120;41208
INSTITUTO DE JUVENTUDE INICIAÇÃO, FORMAÇÃO E CAPACITAÇÃO PROFISSIONAL DANIEL COMBONI;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;"PROJETO CULTURAL VIVARTE ""DANIEL COMBONI""";200;58496
INSTITUTO DE JUVENTUDE INICIAÇÃO, FORMAÇÃO E CAPACITAÇÃO PROFISSIONAL DANIEL COMBONI;SCFV - MODALIDADE CJ: CENTRO PARA A JUVENTUDE COM ATEND. DE ADOLESCENTES E JOVENS DE 15 A 17 ANOS E 11 MESES;DOM LUCIANO MENDES DE ALMEIDA;60;29070
INSTITUTO DE JUVENTUDE INICIAÇÃO, FORMAÇÃO E CAPACITAÇÃO PROFISSIONAL DANIEL COMBONI;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA COMUNIDADE SÃO SEBASTIÃO;120;37738
INSTITUTO DE JUVENTUDE INICIAÇÃO, FORMAÇÃO E CAPACITAÇÃO PROFISSIONAL DANIEL COMBONI;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA CASA SÃO PEDRO;60;25332
INSTITUTO DE JUVENTUDE INICIAÇÃO, FORMAÇÃO E CAPACITAÇÃO PROFISSIONAL DANIEL COMBONI;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA NOSSA SENHORA DA PAZ;120;37738
INSTITUTO DE JUVENTUDE INICIAÇÃO, FORMAÇÃO E CAPACITAÇÃO PROFISSIONAL DANIEL COMBONI;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA NOSSA SENHORA DE GUADALUPE;60;25332
INSTITUTO DE JUVENTUDE INICIAÇÃO, FORMAÇÃO E CAPACITAÇÃO PROFISSIONAL DANIEL COMBONI;CENTRO DE DESENVOLVIMENTO SOCIAL E PRODUTIVO PARA ADOLESCENTES, JOVENS E ADULTOS - CEDESP;CEDESP DANIEL COMBONI;120;62471
INSTITUTO DE RECUPERAÇÃO E NATAÇÃO ÁGUA CRISTALINA;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;ÁGUA CRISTALINA;100;16882
INSTITUTO DOM BOSCO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;PROVIM - PROGRAMA VIDA MELHOR - DOM BOSCO;420;108654
INSTITUTO DOM BOSCO;CENTRO DE DESENVOLVIMENTO SOCIAL E PRODUTIVO PARA ADOLESCENTES, JOVENS E ADULTOS - CEDESP;CEDESP DOM BOSCO;220;98290
INSTITUTO DOM BOSCO;CENTRO DE DESENVOLVIMENTO SOCIAL E PRODUTIVO PARA ADOLESCENTES, JOVENS E ADULTOS - CEDESP;CEDESP DOM BOSCO;360;166429
INSTITUTO EM DEFESA DA CIDADANIA 3º MILÊNIO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA SÃO GERALDO;120;41317
INSTITUTO EM DEFESA DA CIDADANIA 3º MILÊNIO;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;SAICA LUZ DO MILÊNIO;20;75100
INSTITUTO EM DEFESA DA CIDADANIA 3º MILÊNIO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA VILA CRUZEIRO;120;41904
INSTITUTO EM DEFESA DA CIDADANIA 3º MILÊNIO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA 3º MILÊNIO - VILA MARILENA;120;42411
INSTITUTO ESTRELA DO AMANHÃ;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;SAICA PERUS;20;64000
INSTITUTO ESTRELA DO AMANHÃ;CASA LAR;CASA 1 E CASA 2;20;58599
INSTITUTO ESTRELA DO AMANHÃ;MEDIDAS SÓCIO EDUCATIVAS EM MEIO ABERTO;0;90;48293
INSTITUTO FOMENTANDO REDES E EMPREENDEDORISMO SOCIAL;MEDIDAS SÓCIO EDUCATIVAS EM MEIO ABERTO;MSE/MA CIDADE DUTRA;90;56261
INSTITUTO FOMENTANDO REDES E EMPREENDEDORISMO SOCIAL;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA JARDIM BOA SORTE;120;41208
INSTITUTO FOMENTANDO REDES E EMPREENDEDORISMO SOCIAL;SERVIÇO ESPECIALIZADO DE ABORDAGEM SOCIAL ÀS PESSOAS NA RUA E EM SITUAÇÃO DE RUA QUE FAZEM USO DAS RUAS PARA O CONSUMO ABUSIVO DE SUBSTÂNCIAS PSICOATIVAS EM CENAS DE USO - SEAS MODALIDADE 4;SEAS 4 - M'BOI MIRIM;100;51127
INSTITUTO FOMENTANDO REDES E EMPREENDEDORISMO SOCIAL;MEDIDAS SÓCIO EDUCATIVAS EM MEIO ABERTO;0;60;40837
INSTITUTO FOMENTANDO REDES E EMPREENDEDORISMO SOCIAL;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA JARDIM AURÉLIO;120;46208
INSTITUTO FOMENTANDO REDES E EMPREENDEDORISMO SOCIAL;SERVIÇO ESPECIALIZADO DE ABORDAGEM SOCIAL ÀS PESSOAS NA RUA E EM SITUAÇÃO DE RUA QUE FAZEM USO DAS RUAS PARA O CONSUMO ABUSIVO DE SUBSTÂNCIAS PSICOATIVAS EM CENAS DE USO - SEAS MODALIDADE 4;SEAS 4 - VILA MARIANA;100;51127
INSTITUTO GABRIELLE BARRETO SOGARI - GABI;Núcleo de Apoio a Inclusão Social Para Pessoas com Deficiência II de 7 Anos a 14 Anos e III a Partir de 15 Anos;INSTITUTO GABI;60;37336
INSTITUTO HERDEIROS DO FUTURO;Serviço de Proteção Social às Crianças e Adolescentes Vítimas de Violência;SPVV HERDEIROS DO FUTURO CAPÃO REDONDO;80;41429
INSTITUTO HERDEIROS DO FUTURO;Serviço de Proteção Social às Crianças e Adolescentes Vítimas de Violência;0;60;33173
INSTITUTO HERDEIROS DO FUTURO;Serviço de Proteção Social às Crianças e Adolescentes Vítimas de Violência;0;80;40981
INSTITUTO HERDEIROS DO FUTURO;NÚCLEO DE PROTEÇÃO JURÍDICO SOCIAL E APOIO PSICOLÓGICO - NPJ;0;120;26803
INSTITUTO HUMANIZAÇÃO E DESENVOLVIMENTO INTEGRAL IHDI ;CENTRO DE ACOLHIDA PARA ADULTOS II POR 24 HORAS;ESTAÇÃO BEM ESTAR;150;87580
INSTITUTO HUMANIZAÇÃO E DESENVOLVIMENTO INTEGRAL IHDI ;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA ESTAÇÃO ADOLESCER, FILIAL CNPJ 55.072.474/0004-83, ;60;25332
INSTITUTO HUMANIZAÇÃO E DESENVOLVIMENTO INTEGRAL IHDI ;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;SAICA ESPAÇO ACOLHER;15;64163
INSTITUTO KWARAY;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA THIAGO ABDALLA FIUZA;120;43718
INSTITUTO LYGIA JARDIM;CENTRO DE CAPACITAÇÃO TÉCNICA PARA ADULTOS EM SITUAÇÃO DE RUA;SASECOP - SERVIÇO DE APOIO SÓCIO EDUCATIVO DE CAPACITAÇÃO E ORIENTAÇÃO PROFISSIONAL;80;32889
INSTITUTO LYGIA JARDIM;CENTRO DE ACOLHIDA PARA ADULTOS I POR 16 HORAS;LYGIA JARDIM;100;69630
INSTITUTO LYGIA JARDIM;CENTRO DE ACOLHIDA PARA ADULTOS II POR 24 HORAS PARA MULHERES COM OU SEM FILHOS PREFERENCIALMENTE IMIGRANTES;CENTRO DE ACOLHIDA GILZA PELOSO;300;176396
